,Borough,Block,Lot,BIN, Building,Agency,2010 Score *,2010Source EUI (kBtu/ft²)*,2010 GHG Emissions Intensity (kgCO2e/ft²)*,2014 Score *,2014 Source EUI (kBtu/ft²)*,2014 GHG Emissions Intensity (kgCO2e/ft²)*,BBL
189,3.0,1183.0,1.0,3337842.0,Brooklyn Botanical Garden Campus: Brooklyn Botanical Garden Palm House,CIG,Not Available,227.8,8.5,Not Available,362.3,13.4,3011830001
190,3.0,1183.0,1.0,3337842.0,Brooklyn Botanical Garden Campus: Brooklyn Botanical Garden Service Garage,CIG,Not Available,227.8,8.5,Not Available,362.3,13.4,3011830001
191,3.0,1183.0,26.0,3029667.0,Brooklyn Museum,CIG,Not Available,290.7,9.8,Not Available,308.4,10.6,3011830026
192,3.0,1190.0,61.0,3029723.0,BBG Technical Services Center,CIG,Not Available,152.7,4.5,Not Available,96.2,3.3,3011900061
193,3.0,1229.0,1.0,3031049.0,Brooklyn Children's Museum,CIG,Not Available,204.5,5.5,Not Available,204.5,5.6,3012290001
194,3.0,2095.0,45.0,3345162.0,BAM Harvey Theater (Majestic Theater),CIG,Not Available,316.4,9.3,Not Available,368.9,11.3,3020950045
195,3.0,2110.0,3.0,3059182.0,BAM Peter Jay Sharp Theater (Opera House),CIG,Not Available,322,10.6,Not Available,310.2,10.3,3021100003
196,3.0,2111.0,11.0,3059184.0,Brooklyn Academy of Music (BAM Richard B. Fisher Building),CIG,Not Available,Not Available,Not Available,Not Available,278.6,8.3,3021110011
197,3.0,5778.0,1.0,3257059.0,American Museum of Natural History Storage,CIG,14,119.1,3.1,45,72.4,1.9,3057780001
198,3.0,8698.0,1.0,3245159.0,New York Aquarium Campus: Aqua Theater,CIG,Not Available,832.8,24.5,Not Available,580.2,17.5,3086980001
199,3.0,8698.0,1.0,3115623.0,New York Aquarium Campus: Conservation Hall,CIG,Not Available,832.8,24.5,Not Available,580.2,17.5,3086980001
200,3.0,8698.0,1.0,3115623.0,New York Aquarium Campus: Explore the Shore/Alien Stingers,CIG,Not Available,832.8,24.5,Not Available,580.2,17.5,3086980001
201,3.0,8698.0,1.0,3115623.0,New York Aquarium Campus: Operations Building,CIG,Not Available,832.8,24.5,Not Available,580.2,17.5,3086980001
202,3.0,8698.0,1.0,3115623.0,New York Aquarium Campus: Osborn Laboratories of Marine Sciences (OLMS),CIG,Not Available,832.8,24.5,Not Available,580.2,17.5,3086980001
203,3.0,8698.0,1.0,3115623.0,New York Aquarium Campus: Sea Cliffs,CIG,Not Available,832.8,24.5,Not Available,580.2,17.5,3086980001
204,4.0,75.0,1.0,4000548.0,P.S. 1 Contemporary Art Center,CIG,Not Available,80.2,2.8,Not Available,199.2,6.9,4000750001
205,4.0,644.0,1.0,4441089.0,Museum of the Moving Image,CIG,Not Available,174.5,5.6,Not Available,483.9,16.6,4006440001
206,4.0,2018.0,1.0,4441124.0,New York Hall of Science,CIG,Not Available,208.5,6.2,Not Available,218.6,7.2,4020180001
207,4.0,2018.0,1.0,4840396.0,Queens Museum of Art,CIG,Not Available,272.6,9.9,Not Available,348.3,10.8,4020180001
208,4.0,4960.0,1.0,4112147.0,Flushing Town Hall,CIG,Not Available,299.5,10.2,Not Available,257.7,8.6,4049600001
209,2.0,3222.0,62.0,2100240.0,Colston Hall,CUNY-C,Not Available,95.3,2.5,Not Available,122.6,3.3,2032220062
210,4.0,5107.0,200.0,4439683.0,Queens Botanical Garden Campus: Administration Building,CIG,Not Available,213.1,6.8,Not Available,234.6,8.2,4051070200
211,4.0,5107.0,200.0,4439682.0,Queens Botanical Garden Campus: Greenhouse / Maintenance Building,CIG,Not Available,213.1,6.8,Not Available,234.6,8.2,4051070200
212,4.0,10097.0,10.0,4315254.0,"JCAL, Jamaica Performing Arts Center",CIG,Not Available,283.8,9.2,Not Available,390.4,14,4100970010
213,4.0,10101.0,11.0,4215617.0,Jamaica Center for Arts and Learning,CIG,Not Available,46.2,1.2,Not Available,65.3,1.8,4101010011
214,5.0,9.0,1.0,5000088.0,Staten Island Museum,CIG,Not Available,168.9,5.2,Not Available,141.8,4.6,5000090001
215,5.0,76.0,1.0,5146247.0,Snug Harbor Campus: Snug Harbor Bldg O/SICM Barn,CIG,Not Available,166.8,6.3,Not Available,143.1,5.1,5000760001
216,5.0,76.0,200.0,5113028.0,Snug Harbor Campus: B-C Hyphen,CIG,Not Available,166.8,6.3,Not Available,143.1,5.1,5000760200
217,5.0,76.0,200.0,5113027.0,Snug Harbor Campus: Bldg A/Staten Island Museum,CIG,Not Available,166.8,6.3,Not Available,143.1,5.1,5000760200
218,5.0,76.0,200.0,5000000.0,Snug Harbor Campus: Bldg C/Newhouse Center,CIG,Not Available,166.8,6.3,Not Available,143.1,5.1,5000760200
219,5.0,76.0,200.0,5000000.0,Snug Harbor Campus: Bldg D/Noble Collection,CIG,Not Available,166.8,6.3,Not Available,143.1,5.1,5000760200
220,5.0,76.0,200.0,5000000.0,Snug Harbor Campus: Bldg E,CIG,Not Available,166.8,6.3,Not Available,143.1,5.1,5000760200
221,5.0,76.0,200.0,5000000.0,Snug Harbor Campus: Bldg F,CIG,Not Available,166.8,6.3,Not Available,143.1,5.1,5000760200
222,5.0,76.0,200.0,5000000.0,Snug Harbor Campus: Bldg G/Newhouse Gallery,CIG,Not Available,166.8,6.3,Not Available,143.1,5.1,5000760200
223,5.0,76.0,200.0,5000000.0,Snug Harbor Campus: Bldg H,CIG,Not Available,166.8,6.3,Not Available,143.1,5.1,5000760200
224,5.0,76.0,200.0,5000000.0,Snug Harbor Campus: Bldg L/Power Plant,CIG,Not Available,166.8,6.3,Not Available,143.1,5.1,5000760200
225,5.0,76.0,200.0,5000000.0,Snug Harbor Campus: Bldg M/SI Children's Museum,CIG,Not Available,166.8,6.3,Not Available,143.1,5.1,5000760200
226,5.0,76.0,200.0,5000000.0,Snug Harbor Campus: Bldg P/Admin,CIG,Not Available,166.8,6.3,Not Available,143.1,5.1,5000760200
227,5.0,76.0,200.0,5000000.0,Snug Harbor Campus: Bldg R/Great Hall,CIG,Not Available,166.8,6.3,Not Available,143.1,5.1,5000760200
228,5.0,76.0,200.0,5000000.0,Snug Harbor Campus: Bldg T/Music Hall,CIG,Not Available,166.8,6.3,Not Available,143.1,5.1,5000760200
229,5.0,314.0,70.0,5106733.0,Staten Island Zoo Campus: Main Zoo Building,CIG,Not Available,339,11.4,Not Available,355.2,12.5,5003140070
230,1.0,374.0,20.0,1004415.0,M015,DOE,47,169.3,10.9,64,143.9,9.6,1003740020
231,5.0,4442.0,51.0,5121944.0,Staten Island Historical Society Campus: P.S. 28 #34,CIG,Not Available,70.6,2.5,Not Available,50.2,2,5044420051
232,1.0,127.0,1.0,1088292.0,Fiterman Hall,CUNY-C,Not Available,251.9,10.5,Not Available,143.9,6.2,1001270001
233,1.0,142.0,50.0,1066406.0,Chambers St. Bldg (Main Campus),CUNY-C,Not Available,251.9,10.5,Not Available,408.2,15.4,1001420050
234,1.0,497.0,1.0,1007560.0,CUNY in the Heights (Leased),CUNY-C,Not Available,174.9,5.6,Not Available,161.5,4.3,1004970001
235,1.0,841.0,75.0,1080744.0,Guttman Community College (Leased),CUNY-C,Not Available,9.6,0.7,Not Available,273.8,8.9,1008410075
236,2.0,2343.0,14.0,2820268.0,East Academic Complex - C,CUNY-C,Not Available,174.9,5.6,Not Available,273.3,9.1,2023430014
237,2.0,2343.0,32.0,2001019.0,B Bldg,CUNY-C,Not Available,174.9,5.6,Not Available,273.2,9.1,2023430032
238,2.0,2346.0,18.0,2001038.0,Allied Health and Sciences Bldg - A,CUNY-C,Not Available,174.9,5.6,Not Available,273.3,9.1,2023460018
239,2.0,2350.0,24.0,2001088.0,Administration Bldg - G,CUNY-C,Not Available,174.9,5.6,Not Available,209.3,7.5,2023500024
240,2.0,2350.0,39.0,2001091.0,Savoy Bldg - D,CUNY-C,Not Available,174.9,5.6,Not Available,233.6,6.8,2023500039
241,2.0,3222.0,1.0,2014898.0,Loew Hall,CUNY-C,Not Available,95.3,2.5,Not Available,122.5,3.3,2032220001
242,2.0,3222.0,40.0,2097306.0,Alumni Gymnasium,CUNY-C,Not Available,95.3,2.5,Not Available,122.5,3.3,2032220040
243,2.0,3222.0,40.0,2097307.0,Loew Annex,CUNY-C,Not Available,95.3,2.5,Not Available,123.1,3.3,2032220040
244,2.0,3222.0,62.0,2100252.0,Bliss Hall,CUNY-C,Not Available,95.3,2.5,Not Available,122.6,3.3,2032220062
245,2.0,3222.0,62.0,2100247.0,Brown Annex,CUNY-C,Not Available,95.3,2.5,Not Available,122.8,3.3,2032220062
246,2.0,3222.0,62.0,2100242.0,Butler Hall,CUNY-C,Not Available,95.3,2.5,Not Available,122.8,3.3,2032220062
247,2.0,3222.0,62.0,2100240.0,Community Hall,CUNY-C,Not Available,95.3,2.5,Not Available,122.7,3.3,2032220062
248,2.0,3222.0,62.0,2100251.0,Energy Plant,CUNY-C,Not Available,95.3,2.5,Not Available,122.4,3.3,2032220062
249,2.0,3222.0,62.0,2100248.0,Gould Hall,CUNY-C,Not Available,95.3,2.5,Not Available,122.7,3.3,2032220062
250,2.0,3222.0,62.0,2100243.0,Gould Memorial Library,CUNY-C,Not Available,95.3,2.5,Not Available,122.6,3.3,2032220062
251,2.0,3222.0,62.0,2100253.0,Guggenheim Hall,CUNY-C,Not Available,95.3,2.5,Not Available,122.4,3.3,2032220062
252,2.0,3222.0,62.0,2100243.0,"Hall of Fame, Auditorium and Colonnade",CUNY-C,Not Available,95.3,2.5,Not Available,122.3,3.3,2032220062
253,2.0,3222.0,62.0,2100256.0,Havemeyer Lab,CUNY-C,Not Available,95.3,2.5,Not Available,123.2,3.3,2032220062
254,2.0,3222.0,62.0,2096464.0,Language Hall,CUNY-C,Not Available,95.3,2.5,Not Available,122.3,3.3,2032220062
255,2.0,3222.0,62.0,2100250.0,New Hall,CUNY-C,Not Available,95.3,2.5,Not Available,122.6,3.3,2032220062
256,2.0,3222.0,62.0,2100249.0,Nichols Hall,CUNY-C,Not Available,95.3,2.5,Not Available,122.6,3.3,2032220062
257,2.0,3222.0,62.0,2831930.0,North Hall and Library,CUNY-C,Not Available,95.3,2.5,Not Available,122.6,3.3,2032220062
258,2.0,3222.0,62.0,2100244.0,Philosophy Hall,CUNY-C,Not Available,95.3,2.5,Not Available,122.5,3.3,2032220062
259,2.0,3222.0,62.0,2100241.0,Polowczyk Hall,CUNY-C,Not Available,95.3,2.5,Not Available,122.5,3.3,2032220062
260,2.0,3222.0,62.0,2100247.0,Roscoe C. Brown Student Center,CUNY-C,Not Available,95.3,2.5,Not Available,122.6,3.3,2032220062
261,2.0,3222.0,62.0,2100254.0,Sage Hall,CUNY-C,Not Available,95.3,2.5,Not Available,122.6,3.3,2032220062
262,2.0,3222.0,62.0,2100255.0,South Hall,CUNY-C,Not Available,95.3,2.5,Not Available,122.6,3.3,2032220062
263,2.0,3222.0,62.0,2116208.0,The Children's Center,CUNY-C,Not Available,95.3,2.5,Not Available,122.3,3.3,2032220062
264,2.0,3222.0,620.0,2104900.0,Meister Hall,CUNY-C,Not Available,95.3,2.5,Not Available,122.6,3.3,2032220620
265,2.0,3222.0,620.0,2100254.0,Sage Annex,CUNY-C,Not Available,95.3,2.5,Not Available,122.3,3.3,2032220620
266,2.0,3223.0,50.0,2090982.0,MacCracken Hall,CUNY-C,Not Available,95.3,2.5,Not Available,41.9,1.1,2032230050
267,2.0,3224.0,1.0,2014903.0,Snow Hall,CUNY-C,Not Available,95.3,2.5,Not Available,25.6,0.7,2032240001
268,3.0,8760.0,60.0,3326936.0,Academic Village,CUNY-C,Not Available,293.6,10.4,Not Available,302.3,10.2,3087600060
269,3.0,8760.0,60.0,3326937.0,Administration Building,CUNY-C,Not Available,293.6,10.4,Not Available,302.5,10.2,3087600060
270,3.0,8760.0,60.0,3326934.0,Arts and Sciences Center,CUNY-C,Not Available,293.6,10.4,Not Available,302.2,10.2,3087600060
271,3.0,8760.0,60.0,3326939.0,Central Services,CUNY-C,Not Available,293.6,10.4,Not Available,302.5,10.2,3087600060
272,3.0,8760.0,60.0,3347727.0,College Center,CUNY-C,Not Available,293.6,10.4,Not Available,302.2,10.2,3087600060
273,3.0,8760.0,60.0,3347725.0,Health and Physical Education Center,CUNY-C,Not Available,293.6,10.4,Not Available,302.6,10.2,3087600060
274,3.0,8760.0,60.0,3326938.0,Leon M. Goldstein High School for the Sciences,CUNY-C,Not Available,293.6,10.4,Not Available,302.4,10.2,3087600060
275,3.0,8760.0,60.0,3226937.0,Leon M. Goldstein Performing Arts Center,CUNY-C,Not Available,293.6,10.4,Not Available,302.3,10.2,3087600060
276,3.0,8760.0,60.0,3326935.0,Marine and Academic Center,CUNY-C,Not Available,293.6,10.4,Not Available,302.4,10.2,3087600060
277,3.0,8760.0,60.0,3348024.0,Robert J. Kibbee Library and Media Center,CUNY-C,Not Available,293.6,10.4,Not Available,302.3,10.2,3087600060
278,3.0,8760.0,60.0,3852579.0,Temporary Building #1 (UAPC),CUNY-C,Not Available,293.6,10.4,Not Available,303.1,10.2,3087600060
279,3.0,8760.0,60.0,3852580.0,Temporary Building #2,CUNY-C,Not Available,293.6,10.4,Not Available,302.1,10.2,3087600060
280,3.0,8760.0,60.0,3852581.0,Temporary Building #3,CUNY-C,Not Available,293.6,10.4,Not Available,303.3,10.2,3087600060
281,3.0,8760.0,60.0,3852582.0,Temporary Building #4,CUNY-C,Not Available,293.6,10.4,Not Available,302.4,10.2,3087600060
282,3.0,8760.0,60.0,3852583.0,Temporary Building #5,CUNY-C,Not Available,293.6,10.4,Not Available,302.5,10.2,3087600060
283,3.0,8760.0,60.0,3852584.0,Temporary Building #6,CUNY-C,Not Available,293.6,10.4,Not Available,301.5,10.2,3087600060
284,3.0,8760.0,60.0,3852585.0,Temporary Building #7,CUNY-C,Not Available,293.6,10.4,Not Available,302.2,10.2,3087600060
285,3.0,8760.0,60.0,3852586.0,Temporary Building #8,CUNY-C,Not Available,293.6,10.4,Not Available,302.5,10.2,3087600060
286,3.0,8760.0,60.0,3347724.0,West Academic Cluster - Wing C,CUNY-C,Not Available,293.6,10.4,Not Available,302.7,10.2,3087600060
287,3.0,8760.0,60.0,3347724.0,West Academic Cluster - Wing D,CUNY-C,Not Available,293.6,10.4,Not Available,302.5,10.2,3087600060
288,3.0,8760.0,60.0,3347724.0,West Academic Cluster - Wing E,CUNY-C,Not Available,293.6,10.4,Not Available,302.7,10.2,3087600060
289,3.0,8760.0,60.0,3347724.0,West Academic Cluster - Wing F,CUNY-C,Not Available,293.6,10.4,Not Available,302.1,10.2,3087600060
290,4.0,273.0,1.0,4003516.0,C - Center 3 Bldg,CUNY-C,Not Available,60.7,2.5,Not Available,111.2,3.8,4002730001
291,4.0,274.0,1.0,4003517.0,B - B Building (Leased),CUNY-C,Not Available,60.7,2.5,Not Available,109,3.7,4002740001
292,4.0,278.0,1.0,4003534.0,M - Joseph Shenker Hall,CUNY-C,Not Available,60.7,2.5,Not Available,192,5.7,4002780001
293,4.0,279.0,1.0,4003535.0,E - E Bldg,CUNY-C,Not Available,60.7,2.5,Not Available,192,5.7,4002790001
294,4.0,7490.0,2.0,4862628.0,Administration / Business Building,CUNY-C,Not Available,303.5,11.3,Not Available,310.2,11.5,4074900002
295,4.0,7490.0,2.0,4439439.0,C Building,CUNY-C,Not Available,303.5,11.3,Not Available,310.7,11.5,4074900002
296,4.0,7490.0,2.0,4862627.0,Cafeteria / Student Union Building,CUNY-C,Not Available,303.5,11.3,Not Available,310.1,11.5,4074900002
297,4.0,7490.0,2.0,4439431.0,Humanities Building,CUNY-C,Not Available,303.5,11.3,Not Available,310.2,11.5,4074900002
298,4.0,7490.0,2.0,4439435.0,Kennedy Hall Gymnasium,CUNY-C,Not Available,303.5,11.3,Not Available,310,11.5,4074900002
299,4.0,7490.0,2.0,4444187.0,Kurt Schmeller Library,CUNY-C,Not Available,303.5,11.3,Not Available,310.1,11.5,4074900002
300,4.0,7490.0,2.0,4439438.0,Medical Arts Building,CUNY-C,Not Available,303.5,11.3,Not Available,310.1,11.5,4074900002
301,4.0,7490.0,2.0,4439433.0,Oakland Building,CUNY-C,Not Available,303.5,11.3,Not Available,310.2,11.5,4074900002
302,4.0,7490.0,2.0,4439434.0,Science Building,CUNY-C,Not Available,303.5,11.3,Not Available,310,11.5,4074900002
303,4.0,7490.0,2.0,4845889.0,Service Building,CUNY-C,Not Available,303.5,11.3,Not Available,310.4,11.5,4074900002
304,4.0,7490.0,2.0,4439432.0,Technology Building,CUNY-C,Not Available,303.5,11.3,Not Available,309.9,11.5,4074900002
305,4.0,7490.0,2.0,4458074.0,W Building,CUNY-C,Not Available,303.5,11.3,Not Available,306.2,11.4,4074900002
306,4.0,7490.0,2.0,4439437.0,Y2 Building,CUNY-C,Not Available,303.5,11.3,Not Available,542.3,17.6,4074900002
307,1.0,225.0,8.0,1002933.0,Hunter MFA,CUNY-S,Not Available,204.5,6.7,Not Available,48.5,1.9,1002250008
308,1.0,807.0,28.0,1015181.0,School of Professional Studies,CUNY-S,Not Available,Not Available,Not Available,Not Available,56.9,1.5,1008070028
309,1.0,864.0,1101.0,1017097.0,Graduate Center,CUNY-S,Not Available,238.1,7.7,Not Available,231.7,7.1,1008641101
310,1.0,878.0,20.0,1086544.0,Administrative Building,CUNY-S,Not Available,204.6,5.5,Not Available,195.9,7.5,1008780020
311,1.0,878.0,20.0,1018015.0,Lawrence and Eris Field Bldg,CUNY-S,Not Available,204.6,5.5,Not Available,195.9,7.5,1008780020
312,1.0,878.0,20.0,1086513.0,Steven L. Newman Hall,CUNY-S,Not Available,204.6,5.5,Not Available,195.8,7.5,1008780020
313,1.0,880.0,24.0,1086514.0,William and Anita Newman Vertical,CUNY-S,Not Available,204.6,5.5,Not Available,261.3,8,1008800024
314,1.0,881.0,29.0,1018106.0,Annex,CUNY-S,Not Available,204.6,5.5,Not Available,261,8,1008810029
315,1.0,881.0,31.0,1018107.0,Library and Technology Bldg,CUNY-S,Not Available,204.6,5.5,Not Available,261.1,8,1008810031
316,1.0,962.0,100.0,1069579.0,Brookdale East Building,CUNY-S,Not Available,204.5,6.7,Not Available,162.1,6.9,1009620100
317,1.0,962.0,100.0,1069579.0,Brookdale North Building,CUNY-S,Not Available,204.5,6.7,Not Available,162.1,6.9,1009620100
318,1.0,962.0,100.0,1069579.0,Brookdale West Building,CUNY-S,Not Available,204.5,6.7,Not Available,162.1,6.9,1009620100
319,1.0,1050.0,6.0,1026319.0,Master of Fine Arts Building,CUNY-S,Not Available,204.5,6.7,Not Available,48.5,1.9,1010500006
320,1.0,1084.0,25.0,1086199.0,Westport Building,CUNY-S,Not Available,176.6,6.3,Not Available,177.5,4.7,1010840025
321,1.0,1086.0,1.0,1027072.0,BMW Building,CUNY-S,Not Available,176.6,6.3,Not Available,262.3,8.6,1010860001
322,1.0,1087.0,25.0,1027085.0,Haaren Hall Building,CUNY-S,Not Available,176.6,6.3,Not Available,262.8,8.6,1010870025
323,1.0,1087.0,25.0,1027984.0,New Building,CUNY-S,Not Available,176.6,6.3,Not Available,262.8,8.6,1010870025
324,1.0,1120.0,9.0,1028237.0,William E. Macaulay Honors College,CUNY-S,Not Available,293.2,8.9,Not Available,218.6,7.1,1011200009
325,1.0,1131.0,1.0,1028826.0,North Hall,CUNY-S,Not Available,176.6,6.3,Not Available,330.5,12.6,1011310001
326,1.0,1380.0,30.0,1041133.0,Roosevelt House,CUNY-S,Not Available,204.5,6.7,Not Available,247.4,7.4,1013800030
327,1.0,1402.0,13.0,1042468.0,West Building,CUNY-S,Not Available,204.5,6.7,Not Available,296.3,10.3,1014020013
328,1.0,1402.0,49.0,1042478.0,East Building,CUNY-S,Not Available,204.5,6.7,Not Available,296.3,10.3,1014020049
329,1.0,1403.0,1.0,1081419.0,North Building,CUNY-S,Not Available,204.5,6.7,Not Available,296.3,10.3,1014030001
330,1.0,1403.0,1.0,1081418.0,Thomas Hunter Hall,CUNY-S,Not Available,204.5,6.7,Not Available,296.4,10.3,1014030001
331,1.0,1506.0,21.0,1047404.0,Hunter College High School,CUNY-S,Not Available,204.5,6.7,56,122.8,3.3,1015060021
332,1.0,1767.0,30.0,1088293.0,Graduate Center Housing (Leased),CUNY-S,Not Available,Not Available,Not Available,94,77.7,3.6,1017670030
333,1.0,1767.0,39.0,1088302.0,Silberman School of Social Work,CUNY-S,Not Available,204.5,6.7,Not Available,234,6.7,1017670039
334,1.0,1957.0,1.0,1084075.0,Aaron Davis Hall,CUNY-S,Not Available,251.1,7.6,Not Available,202.7,5.5,1019570001
335,1.0,1957.0,1.0,1813294.0,ASRC - Advanced Science Research Center,CUNY-S,Not Available,251.1,7.6,Not Available,202.8,5.5,1019570001
336,1.0,1957.0,1.0,1813294.0,Center for Discovery and Innovation,CUNY-S,Not Available,251.1,7.6,Not Available,202.7,5.5,1019570001
337,1.0,1957.0,1.0,1084067.0,Mott Hall - D. O. E.,CUNY-S,Not Available,251.1,7.6,Not Available,202.9,5.5,1019570001
338,1.0,1957.0,1.0,1084073.0,Spitzer School of Architecture,CUNY-S,Not Available,251.1,7.6,Not Available,202.8,5.5,1019570001
339,1.0,1957.0,1.0,1084068.0,Structural Biology Center,CUNY-S,Not Available,251.1,7.6,Not Available,202.8,5.5,1019570001
340,1.0,1957.0,100.0,1059410.0,Marshak Hall,CUNY-S,Not Available,251.1,7.6,Not Available,299.4,9.6,1019570100
341,1.0,1957.0,105.0,1085670.0,Howard E. Wille Administration Building,CUNY-S,Not Available,251.1,7.6,Not Available,299.4,9.6,1019570105
342,1.0,1957.0,105.0,1084077.0,Shepard Hall,CUNY-S,Not Available,251.1,7.6,Not Available,299.5,9.6,1019570105
343,1.0,1957.0,129.0,1084078.0,Steinman Hall,CUNY-S,Not Available,251.1,7.6,Not Available,299.4,9.6,1019570129
344,1.0,1957.0,200.0,1084085.0,Baskerville Hall,CUNY-S,Not Available,251.1,7.6,Not Available,298.8,9.6,1019570200
345,1.0,1957.0,200.0,1084083.0,Compton - Goethals Hall,CUNY-S,Not Available,251.1,7.6,Not Available,299.6,9.6,1019570200
346,1.0,1957.0,200.0,1084082.0,Harris Hall,CUNY-S,Not Available,251.1,7.6,Not Available,299.6,9.6,1019570200
347,1.0,1957.0,200.0,1084081.0,North Academic Center,CUNY-S,Not Available,251.1,7.6,Not Available,149.6,4.8,1019570200
348,1.0,1957.0,200.0,1084084.0,Wingate Hall,CUNY-S,Not Available,251.1,7.6,Not Available,298.9,9.6,1019570200
349,2.0,3246.0,2.0,2015222.0,Reservoir Building- H.S. (DOE),CUNY-S,Not Available,106.5,4.5,Not Available,174.7,4.7,2032460002
350,2.0,3247.0,1.0,2119733.0,Childcare Center,CUNY-S,Not Available,106.5,4.5,Not Available,173.8,4.6,2032470001
351,2.0,3247.0,1.0,2097317.0,Concert Hall,CUNY-S,Not Available,106.5,4.5,Not Available,174.1,4.6,2032470001
352,2.0,3247.0,1.0,2097312.0,Davis Hall,CUNY-S,Not Available,106.5,4.5,Not Available,174.3,4.6,2032470001
353,2.0,3247.0,1.0,2097313.0,Fine Arts Building,CUNY-S,Not Available,106.5,4.5,Not Available,174,4.6,2032470001
354,2.0,3247.0,1.0,2098696.0,Gillet Hall,CUNY-S,Not Available,106.5,4.5,Not Available,174.2,4.6,2032470001
355,2.0,3247.0,1.0,2097315.0,Library,CUNY-S,Not Available,106.5,4.5,Not Available,174.3,4.6,2032470001
